estado;cidade;populacao;pib;pib_percapita
MATO GROSSO;VILA BELA DA SANTÍSSIMA TRINDADE;14523;193655.09375;13334.37011719
PARANÁ;QUATRO BARRAS;19277;530300.625;27509.5
CEARÁ;FORTALEZA;2505552;31789186.0;12687.5
SANTA CATARINA;PALMEIRA;2456;44152.43359375;17977.38085938
RIO GRANDE DO SUL;SALVADOR DO SUL;7165;139793.515625;19510.609375
GOIÁS;CAIAPÔNIA;16559;271639.34375;16404.33007812
MARANHÃO;LORETO;10701;83674.0859375;7819.27978516
MINAS GERAIS;SANTA JULIANA;11571;283207.6875;24475.65039062
RIO GRANDE DO SUL;NOVO HAMBURGO;257746;4499416.0;17456.77929688
BAHIA;IBICARAÍ;24569;100709.2734375;4099.04003906
PARÁ;SÃO JOÃO DO ARAGUAIA;11923;42977.30078125;3604.57006836
PERNAMBUCO;EXU;31086;122558.078125;3942.55004883
MINAS GERAIS;CAPARAÓ;4991;43127.42578125;8641.04003906
SÃO PAULO;QUADRA;2789;52995.9609375;19001.77929688
RIO GRANDE DO SUL;FAGUNDES VARELA;2607;52355.99609375;20082.84960938
SERGIPE;ITABAIANINHA;38850;182475.3125;4696.91992188
SÃO PAULO;JUQUIÁ;19585;145942.484375;7451.75
SÃO PAULO;PALMITAL;22323;406439.09375;18207.18945312
ALAGOAS;COITÉ DO NÓIA;11127;31372.484375;2819.48999023
RONDÔNIA;RIO CRESPO;3290;89956.921875;27342.52929688
MARANHÃO;PRESIDENTE SARNEY;16325;63821.51171875;3909.42993164
RIO DE JANEIRO;DUQUE DE CAXIAS;872762;25747558.0;29501.24023438
PARANÁ;QUERÊNCIA DO NORTE;12306;122119.8359375;9923.59960938
MATO GROSSO DO SUL;ITAPORÃ;19390;230821.453125;11904.15039062
SERGIPE;UMBAÚBA;21397;118739.953125;5549.37011719
MINAS GERAIS;CENTRAL DE MINAS;6821;37185.7265625;5451.64990234
SERGIPE;AQUIDABÃ;19890;103898.78125;5223.66992188
MINAS GERAIS;CANÁPOLIS;11865;262747.75;22144.76953125
GOIÁS;ITAJÁ;5528;63981.1328125;11574.00976562
PIAUÍ;TAMBORIL DO PIAUÍ;3037;9977.36425781;3285.27001953
SÃO PAULO;CRAVINHOS;30849;425249.71875;13784.87988281
MINAS GERAIS;GURINHATÃ;6228;88027.0;14134.0703125
MINAS GERAIS;FRONTEIRA DOS VALES;4980;21192.48828125;4255.52001953
PARANÁ;RESERVA DO IGUAÇU;7449;65388.59765625;8778.16992188
MARANHÃO;RAPOSA;25837;100919.5859375;3906.01000977
AMAZONAS;SANTO ANTÔNIO DO IÇÁ;30351;94013.0;3097.5300293
BAHIA;COCOS;17923;135027.5;7533.75976562
SANTA CATARINA;MACIEIRA;1787;27063.52929688;15144.66992188
BAHIA;LUÍS EDUARDO MAGALHÃES;52054;1888228.125;36274.41015625
BAHIA;CAMAÇARI;234558;12158915.0;51837.55859375
RIO GRANDE DO SUL;MAÇAMBARÁ;4375;134769.140625;30804.36914062
BAHIA;ITABERABA;61490;338606.15625;5506.68994141
GOIÁS;VARJÃO;3806;28725.76757812;7547.5
MINAS GERAIS;VERDELÂNDIA;8514;64725.09375;7602.20019531
MINAS GERAIS;BERIZAL;4655;17727.66210938;3808.31005859
SÃO PAULO;PAULISTÂNIA;1909;23322.51171875;12217.13964844
BAHIA;ENTRE RIOS;40524;248541.796875;6133.20019531
CEARÁ;QUIXADÁ;80447;392364.25;4877.29980469
GOIÁS;MOIPORÁ;1865;17579.0234375;9425.75
RIO DE JANEIRO;PARATY;35730;532311.375;14898.16015625
CEARÁ;SENADOR POMPEU;25263;106628.1953125;4220.72998047
RIO GRANDE DO NORTE;CRUZETA;8029;48400.60546875;6028.22021484
CEARÁ;ITAREMA;36536;159949.25;4377.85009766
MINAS GERAIS;BELMIRO BRAGA;3079;32525.99804688;10563.8203125
MINAS GERAIS;ESPINOSA;32461;136152.84375;4194.35009766
PARANÁ;IMBAÚ;12040;65769.6796875;5462.60009766
PARANÁ;DOUTOR ULYSSES;6145;83953.4140625;13662.0703125
RIO GRANDE DO SUL;QUINZE DE NOVEMBRO;3678;78385.8828125;21312.09960938
AMAZONAS;BERURI;14705;78535.7421875;5340.75
BAHIA;SANTO ANTÔNIO DE JESUS;88768;835156.6875;9408.30957031
RIO GRANDE DO SUL;CERRO GRANDE;2659;23237.73828125;8739.28027344
MINAS GERAIS;INDIANÓPOLIS;6671;286319.625;42920.05078125
RIO GRANDE DO SUL;HUMAITÁ;4999;71322.4453125;14267.33984375
MINAS GERAIS;MATEUS LEME;26862;337752.53125;12573.62011719
SANTA CATARINA;IMARUÍ;11677;128429.40625;10998.49023438
RIO GRANDE DO SUL;DOIS IRMÃOS;26421;555140.3125;21011.33007812
BAHIA;PARAMIRIM;20870;78535.03125;3763.06005859
MINAS GERAIS;CONGONHAS DO NORTE;5335;20812.99609375;3901.2199707
SÃO PAULO;LAGOINHA;4909;48048.41796875;9787.8203125
RONDÔNIA;GUAJARÁ-MIRIM;40762;489898.8125;12018.51953125
ALAGOAS;CRAÍBAS;23294;73514.7890625;3155.94995117
BAHIA;FEIRA DA MATA;6562;30380.33398438;4629.74023438
MARANHÃO;TRIZIDELA DO VALE;19104;80588.1328125;4218.39013672
SÃO PAULO;EMBU;248722;3698098.0;14868.40039062
SANTA CATARINA;SÃO MARTINHO;3281;49147.94921875;14979.55957031
MINAS GERAIS;GOVERNADOR VALADARES;263274;2845814.0;10809.3203125
BAHIA;CANDIBA;12821;43417.87109375;3386.4699707
RIO GRANDE DO SUL;VISTA ALEGRE DO PRATA;1505;25530.92382812;16964.0703125
SÃO PAULO;BARRA DO TURVO;7699;44993.55078125;5844.08007812
RIO GRANDE DO NORTE;SÃO JOÃO DO SABUGI;5953;30413.1796875;5108.87988281
RIO GRANDE DO SUL;ERECHIM;97916;2099846.25;21445.38085938
MATO GROSSO;SANTO AFONSO;2944;37953.6953125;12891.87988281
BAHIA;ANDARAÍ;14609;48729.01953125;3335.55004883
PARAÍBA;CACIMBA DE AREIA;3604;14722.625;4085.08007812
GOIÁS;TROMBAS;3683;22239.45703125;6038.41015625
MINAS GERAIS;SÃO ROQUE DE MINAS;6301;101647.859375;16132.01953125
PIAUÍ;BATALHA;26681;81977.6875;3072.51000977
ALAGOAS;BELO MONTE;7510;30603.25585938;4075.0
AMAZONAS;MANICORÉ;46773;239006.1875;5109.91992188
PERNAMBUCO;SÃO BENTO DO UNA;49372;267400.34375;5416.02978516
TOCANTINS;MONTE SANTO DO TOCANTINS;1914;17881.96875;9342.71972656
RIO GRANDE DO SUL;IMBÉ;16301;188084.265625;11538.20019531
MINAS GERAIS;PIEDADE DO RIO GRANDE;4871;173165.03125;35550.19921875
MARANHÃO;SÃO MATEUS DO MARANHÃO;39622;117996.625;2978.06005859
RIO GRANDE DO NORTE;PASSA E FICA;10954;48088.0234375;4390.0
GOIÁS;ARAÇU;3946;31861.68945312;8074.43017578
SÃO PAULO;TAIÚVA;5505;54916.61328125;9975.76953125
RIO GRANDE DO NORTE;BARCELONA;4042;17381.98242188;4300.33984375
MINAS GERAIS;COROMANDEL;28296;475813.28125;16815.5703125
RIO GRANDE DO SUL;CAMPOS BORGES;3693;46183.6484375;12505.73046875
PARANÁ;ITAPERUÇU;23501;174329.203125;7417.95019531
MARANHÃO;PEDREIRAS;38934;215696.484375;5540.04980469
RIO GRANDE DO SUL;PANTANO GRANDE;9794;144975.21875;14802.45019531
BAHIA;PÉ DE SERRA;14788;57215.6796875;3869.06005859
MARANHÃO;PAULO RAMOS;16236;90368.515625;5565.93017578
RIO GRANDE DO SUL;SALVADOR DAS MISSÕES;2671;63773.171875;23876.140625
RIO GRANDE DO SUL;SEGREDO;7301;83060.3828125;11376.58007812
RIO DE JANEIRO;NITERÓI;479384;10800670.0;22530.31054688
MARANHÃO;BALSAS;83617;1120221.375;13397.04980469
BAHIA;BOA NOVA;15427;50579.9765625;3278.66992188
PERNAMBUCO;BREJÃO;9780;50748.40234375;5189.0
MINAS GERAIS;PIEDADE DOS GERAIS;4762;27067.94140625;5684.14990234
PARÁ;TRACUATEUA;27825;69502.9765625;2497.86010742
RIO GRANDE DO NORTE;ANTÔNIO MARTINS;7245;29558.55664062;4079.86010742
SANTA CATARINA;SAUDADES;8929;138512.796875;15512.69042969
MARANHÃO;GOVERNADOR NEWTON BELLO;11642;52123.2421875;4477.16992188
RIO GRANDE DO SUL;TAQUARA;55473;563392.4375;10156.16015625
MINAS GERAIS;CAMBUÍ;26365;326565.71875;12386.33007812
MARANHÃO;CANTANHEDE;19564;59457.3125;3039.12011719
MINAS GERAIS;CARMÉSIA;2712;13151.90039062;4849.52001953
RONDÔNIA;CACAULÂNDIA;5736;102527.7109375;17874.4296875
SÃO PAULO;URÂNIA;9007;87492.9765625;9713.88964844
GOIÁS;CACHOEIRA ALTA;8235;132794.640625;16125.63964844
MATO GROSSO;SINOP;114051;1813363.25;15899.58007812
TOCANTINS;CAMPOS LINDOS;8079;226778.234375;28070.08984375
PARANÁ;JUNDIAÍ DO SUL;3777;35101.26953125;9293.4296875
MINAS GERAIS;RIO ACIMA;8685;85513.75;9846.13964844
SANTA CATARINA;GOVERNADOR CELSO RAMOS;12704;117229.25;9227.74023438
MINAS GERAIS;ITAÚNA;85838;1224195.625;14261.70019531
MARANHÃO;IGARAPÉ DO MEIO;12291;75123.78125;6112.10009766
GOIÁS;ÁGUA FRIA DE GOIÁS;5318;89004.4453125;16736.44921875
MATO GROSSO;NOVO SANTO ANTÔNIO;2325;18348.640625;7891.89013672
RIO GRANDE DO NORTE;GROSSOS;9886;92027.8671875;9308.91015625
ALAGOAS;COQUEIRO SECO;5525;19754.61328125;3575.5
PIAUÍ;JACOBINA DO PIAUÍ;5831;21993.23242188;3771.7800293
RIO GRANDE DO SUL;TRÊS ARROIOS;3079;34917.92578125;11340.66992188
MINAS GERAIS;RIO DOCE;2656;16774.27734375;6315.62011719
PARÁ;JACUNDÁ;55900;221262.140625;3958.17993164
RIO GRANDE DO NORTE;CORONEL EZEQUIEL;5399;24485.14453125;4535.12988281
RIO GRANDE DO NORTE;LAGOA NOVA;13718;54598.9765625;3980.10009766
CEARÁ;BAIXIO;5991;22142.4765625;3695.95996094
SANTA CATARINA;RIQUEZA;5126;55484.09375;10824.04980469
PARANÁ;NOVA ESPERANÇA;26591;312743.09375;11761.24023438
RIO GRANDE DO SUL;IBIRAPUITÃ;4315;55098.28515625;12769.00976562
RONDÔNIA;PARECIS;4802;83712.1875;17432.76953125
BAHIA;BARRA DA ESTIVA;20537;127462.8515625;6206.5
CEARÁ;CATARINA;18010;47258.05078125;2623.98999023
ESPIRITO SANTO;ANCHIETA;20226;2193130.75;108431.2734375
BAHIA;FILADÉLFIA;16215;53721.9609375;3313.10009766
SÃO PAULO;ROSEIRA;9527;240654.0625;25260.2109375
RIO GRANDE DO SUL;ARROIO DO MEIO;19059;527789.875;27692.41992188
PERNAMBUCO;ARAÇOIABA;17484;54776.1953125;3132.92993164
PARÁ;IGARAPÉ-MIRI;57003;156092.75;2738.33007812
BAHIA;SERROLÂNDIA;12665;45652.41796875;3604.61010742
PARANÁ;RIBEIRÃO CLARO;11246;116140.796875;10327.29980469
MATO GROSSO;RIO BRANCO;5208;44930.54296875;8627.21972656
PERNAMBUCO;QUIPAPÁ;25603;98738.21875;3856.51000977
SÃO PAULO;TABATINGA;14876;163077.953125;10962.49023438
MATO GROSSO;ALTO BOA VISTA;5475;53055.69140625;9690.54003906
ESPIRITO SANTO;SANTA LEOPOLDINA;12743;109372.296875;8582.9296875
SANTA CATARINA;NAVEGANTES;57324;911398.5;15899.0703125
SÃO PAULO;PORTO FERREIRA;51090;889695.1875;17414.26953125
PARAÍBA;DONA INÊS;11142;40716.37109375;3654.31005859
MINAS GERAIS;PRATINHA;3435;61587.046875;17929.26953125
PARANÁ;SÃO JOSÉ DA BOA VISTA;6320;64582.859375;10218.80957031
MINAS GERAIS;DOM CAVATI;5811;28930.48242188;4978.56982422
AMAZONAS;SÃO GABRIEL DA CACHOEIRA;41885;202045.265625;4823.81005859
PARANÁ;MOREIRA SALES;13238;145827.890625;11015.86035156
PARAÍBA;SÃO JOSÉ DO BONFIM;3314;12397.72070312;3741.01000977
TOCANTINS;PIRAQUÊ;3127;30794.62890625;9847.98046875
CEARÁ;CRATEÚS;75249;331236.40625;4401.87011719
PERNAMBUCO;PARANATAMA;12441;52088.41796875;4186.83984375
RIO DE JANEIRO;CORDEIRO;19902;199012.96875;9999.65039062
CEARÁ;CAMPOS SALES;26417;98834.7265625;3741.33007812
GOIÁS;IACIARA;12855;82438.8828125;6412.97998047
PARAÍBA;SANTA INÊS;3834;14049.64453125;3664.48999023
RIO GRANDE DO SUL;RONDINHA;5736;82017.515625;14298.73046875
PARANÁ;MARILUZ;10861;75293.65625;6932.47998047
RIO GRANDE DO SUL;LAVRAS DO SUL;8399;143841.15625;17125.99023438
SÃO PAULO;ÁGUAS DE LINDÓIA;16341;172769.0625;10572.73046875
PIAUÍ;NOSSA SENHORA DE NAZARÉ;4192;14816.15527344;3534.38989258
GOIÁS;JARAGUÁ;41772;299434.40625;7168.29980469
BAHIA;JITAÚNA;16365;57266.8359375;3499.35009766
RIO GRANDE DO SUL;PAIM FILHO;4526;53447.82421875;11809.05957031
MINAS GERAIS;AIURUOCA;6210;52582.87109375;8467.45019531
MINAS GERAIS;FELISBURGO;7024;32274.11328125;4594.83007812
RIO GRANDE DO SUL;NOVA HARTZ;17772;323488.78125;18202.16015625
MINAS GERAIS;CONCEIÇÃO DA BARRA DE MINAS;4077;27938.48632812;6852.70996094
PARANÁ;COLORADO;21789;382881.75;17572.25
MINAS GERAIS;SANTA RITA DO SAPUCAÍ;36150;597007.375;16514.73046875
BAHIA;LAPÃO;26616;109688.2421875;4121.14013672
PARAÍBA;BOA VISTA;5908;65828.1484375;11142.20019531
MINAS GERAIS;ITABIRITO;43832;817722.0;18655.8203125
RIO GRANDE DO NORTE;NATAL;806203;10369581.0;12862.25
PIAUÍ;ALTO LONGÁ;14147;41034.5625;2900.58007812
ESPIRITO SANTO;DOMINGOS MARTINS;32455;308253.09375;9497.86035156
PERNAMBUCO;SÃO BENEDITO DO SUL;10838;38045.48828125;3510.37988281
PARANÁ;PALMITAL;15548;107584.8203125;6919.52978516
GOIÁS;JESÚPOLIS;2296;13104.99804688;5707.75
MINAS GERAIS;ASTOLFO DUTRA;13109;127486.65625;9725.12011719
PARAÍBA;SÃO JOSÉ DE ESPINHARAS;5045;24638.578125;4883.75976562
BAHIA;ANGUERA;9826;26372.31835938;2683.92993164
GOIÁS;DAMIANÓPOLIS;3678;17035.70117188;4631.77978516
SERGIPE;ILHA DAS FLORES;8906;38105.6328125;4278.64990234
MARANHÃO;SANTA RITA;32872;99755.2421875;3034.65991211
BAHIA;CAETANOS;12307;30036.10546875;2440.57006836
RIO GRANDE DO SUL;TUPANDI;3931;114727.6875;29185.36914062
PARAÍBA;ÁGUA BRANCA;9581;34446.609375;3595.30004883
MARANHÃO;ALCÂNTARA;22020;65418.3046875;2970.86010742
BAHIA;PARATINGA;29874;96737.9765625;3238.19995117
PIAUÍ;SIMÕES;14167;58005.26171875;4094.38989258
SANTA CATARINA;CANELINHA;10168;101460.0;9978.36035156
MINAS GERAIS;DIVINO;20099;106150.0234375;5281.35986328
BAHIA;FLORESTA AZUL;10364;42329.94140625;4084.32006836
MATO GROSSO;JACIARA;25922;382745.5625;14765.28027344
CEARÁ;PIRES FERREIRA;9857;31351.3984375;3180.62011719
RIO GRANDE DO NORTE;TIBAU DO SUL;11707;71593.453125;6115.43994141
MARANHÃO;DOM PEDRO;22086;79900.609375;3617.69995117
SÃO PAULO;SALTINHO;7149;107210.8046875;14996.62011719
MINAS GERAIS;MATO VERDE;12957;58693.7109375;4529.87988281
AMAZONAS;SÃO SEBASTIÃO DO UATUMÃ;9268;32970.34765625;3557.43994141
MATO GROSSO;ACORIZAL;5659;51665.796875;9129.84960938
ALAGOAS;MAR VERMELHO;4131;15055.91699219;3644.62011719
MINAS GERAIS;SÃO JOÃO NEPOMUCENO;26160;177288.109375;6777.06982422
MINAS GERAIS;CONCEIÇÃO DO RIO VERDE;13244;113550.8984375;8573.75976562
MINAS GERAIS;PAIVA;1687;11832.640625;7014.00976562
SÃO PAULO;NOVA CASTILHO;1122;26578.25976562;23688.2890625
MINAS GERAIS;BOM DESPACHO;44265;499249.78125;11278.66015625
RIO GRANDE DO SUL;CANDELÁRIA;30423;409361.71875;13455.66992188
BAHIA;SANTA TERESINHA;10546;33876.703125;3212.2800293
SÃO PAULO;RIBEIRÃO BRANCO;18607;203091.0;10914.75976562
SANTA CATARINA;RIO NEGRINHO;44633;531999.8125;11919.4296875
CEARÁ;ORÓS;21784;91515.421875;4201.04003906
PERNAMBUCO;MACAPARANA;24031;96728.0078125;4025.12988281
PARÁ;SÃO DOMINGOS DO ARAGUAIA;22063;92794.3046875;4205.87988281
ALAGOAS;JARAMATAIA;6140;23547.14648438;3835.04003906
PARÁ;PACAJÁ;41953;158200.59375;3770.89990234
SÃO PAULO;INDAIATUBA;183803;5156607.5;28055.08007812
SANTA CATARINA;DONA EMMA;3583;46140.10546875;12877.50976562
SANTA CATARINA;ATALANTA;3402;50381.9765625;14809.51953125
PARANÁ;MAMBORÊ;14332;263614.625;18393.4296875
RIO GRANDE DO SUL;SÃO MARTINHO DA SERRA;3579;66114.0390625;18472.76953125
PERNAMBUCO;CUSTÓDIA;33874;161101.578125;4755.91015625
SÃO PAULO;CABRÁLIA PAULISTA;4369;113450.7734375;25967.22070312
SÃO PAULO;ITAÓCA;3143;21155.91796875;6731.12011719
PARANÁ;ALMIRANTE TAMANDARÉ;97523;577882.25;5925.60009766
ESPIRITO SANTO;NOVA VENÉCIA;46354;465862.75;10050.11035156
RIO GRANDE DO NORTE;CERRO CORÁ;11235;50042.41796875;4454.14990234
MINAS GERAIS;CRUZÍLIA;15373;104239.1171875;6780.66015625
GOIÁS;CAVALCANTE;10398;186038.578125;17891.76953125
BAHIA;SÃO JOSÉ DA VITÓRIA;6270;20077.56640625;3202.15991211
GOIÁS;CAMPOS BELOS;19166;104675.78125;5461.54003906
GOIÁS;NOVA GLÓRIA;8632;60245.73828125;6979.35009766
TOCANTINS;NATIVIDADE;9396;63293.33984375;6736.20019531
MINAS GERAIS;ARINOS;18153;113755.6796875;6266.49023438
MARANHÃO;PARNARAMA;36300;120248.4140625;3312.62988281
ALAGOAS;FEIRA GRANDE;21824;67006.5546875;3070.32006836
PIAUÍ;ELESBÃO VELOSO;14490;54116.52734375;3734.75
MINAS GERAIS;TUMIRITINGA;6198;34187.10546875;5515.83007812
MINAS GERAIS;FRANCISCO DUMONT;4987;28876.14648438;5790.27978516
MINAS GERAIS;VIEIRAS;3899;29292.23242188;7512.75976562
PARANÁ;FIGUEIRA;8485;60627.41015625;7145.25
MINAS GERAIS;ANTÔNIO PRADO DE MINAS;2070;14403.46777344;6958.20019531
MARANHÃO;SÃO VICENTE FERRER;20463;39492.9609375;1929.9699707
SANTA CATARINA;JUPIÁ;2185;28970.68554688;13258.88964844
PARÁ;CAMETÁ;117099;328735.40625;2807.33007812
MINAS GERAIS;ENGENHEIRO CALDAS;10908;56074.13671875;5140.64013672
PERNAMBUCO;ITAMBÉ;36126;175518.515625;4858.50976562
SÃO PAULO;GUAIÇARA;11206;130954.9921875;11686.15039062
PARAÍBA;SANTA CRUZ;6677;25700.4375;3849.10009766
MATO GROSSO DO SUL;ROCHEDO;4480;80849.7578125;18046.8203125
PARAÍBA;REMÍGIO;17423;69606.3515625;3995.08007812
GOIÁS;CERES;19069;193604.6875;10152.84960938
PARÁ;MARACANÃ;29417;94502.7109375;3212.52001953
CEARÁ;MARANGUAPE;110523;643602.6875;5823.25
MINAS GERAIS;BELO VALE;7470;47929.59765625;6416.27978516
CEARÁ;BARROQUINHA;15558;53454.80859375;3435.84008789
MINAS GERAIS;ITABIRINHA;10819;50568.87109375;4674.08007812
PIAUÍ;SÃO JOÃO DA CANABRAVA;4511;15651.91992188;3469.7199707
SÃO PAULO;BOREBI;2349;34413.14453125;14650.12988281
RIO GRANDE DO SUL;SINIMBU;10706;121152.40625;11316.30957031
MINAS GERAIS;SIMONÉSIA;17933;96474.9296875;5379.74023438
BAHIA;REMANSO;39705;155141.328125;3907.35009766
MINAS GERAIS;POÇOS DE CALDAS;151449;2818455.75;18609.9296875
MINAS GERAIS;CARVALHOS;4735;26771.07617188;5653.87011719
MINAS GERAIS;SABINÓPOLIS;16326;87639.6796875;5368.10986328
MINAS GERAIS;MINAS NOVAS;31647;120427.390625;3805.33007812
RONDÔNIA;PIMENTEIRAS DO OESTE;2415;68966.140625;28557.41015625
PARANÁ;BOA VENTURA DE SÃO ROQUE;6964;88497.1484375;12707.79980469
MINAS GERAIS;BELA VISTA DE MINAS;10333;57826.421875;5596.29003906
MINAS GERAIS;ARACITABA;1885;15587.87890625;8269.4296875
TOCANTINS;BABAÇULÂNDIA;10698;93242.9921875;8715.9296875
TOCANTINS;PUGMIL;2252;32357.92773438;14368.53027344
PARANÁ;JATAIZINHO;11604;81946.609375;7061.93017578
PARAÍBA;SANTARÉM;2749;11645.21484375;4236.16015625
RIO DE JANEIRO;SANTO ANTÔNIO DE PÁDUA;42405;515187.90625;12149.23046875
SÃO PAULO;BOITUVA;44906;1223898.125;27254.66992188
MINAS GERAIS;SALINAS;38789;237517.859375;6123.33007812
SÃO PAULO;CAMPO LIMPO PAULISTA;74863;838058.875;11194.5703125
RIO DE JANEIRO;MARICÁ;123492;1079824.375;8744.08007812
TOCANTINS;WANDERLÂNDIA;9493;66966.7734375;7054.33007812
RIO GRANDE DO SUL;ACEGUÁ;4347;115000.703125;26455.18945312
MARANHÃO;ÁGUA DOCE DO MARANHÃO;12460;37689.296875;3024.82006836
MINAS GERAIS;ANGELÂNDIA;8571;47678.96484375;5562.81982422
RIO GRANDE DO SUL;CRISTAL;7393;93160.71875;12601.20996094
GOIÁS;SANTA ROSA DE GOIÁS;2765;20780.69140625;7515.62011719
MATO GROSSO DO SUL;IGUATEMI;15222;215600.4375;14163.74023438
MINAS GERAIS;CATAS ALTAS;4795;70746.1015625;14754.13964844
BAHIA;MARAGOGIPE;43921;178405.578125;4061.9699707
MINAS GERAIS;BRASILÂNDIA DE MINAS;13593;134720.109375;9910.99023438
RIO GRANDE DO NORTE;CARAÚBAS;20471;156053.3125;7623.14013672
RIO GRANDE DO SUL;CAXIAS DO SUL;410166;12509582.0;30498.83007812
SÃO PAULO;ONDA VERDE;4005;129986.5;32456.05078125
MINAS GERAIS;SANTANA DE CATAGUASES;3785;19561.33984375;5168.12011719
AMAPÁ;SERRA DO NAVIO;3982;109795.3046875;27572.90039062
RIO GRANDE DO SUL;SEBERI;11098;137429.21875;12383.24023438
RIO GRANDE DO SUL;DOIS IRMÃOS DAS MISSÕES;2444;47824.69140625;19568.19921875
BAHIA;NOVO TRIUNFO;14763;36864.1328125;2497.06005859
PIAUÍ;BAIXA GRANDE DO RIBEIRO;10804;187569.125;17361.08007812
SANTA CATARINA;BALNEÁRIO GAIVOTA;7959;63575.9375;7987.93017578
RIO GRANDE DO SUL;GRAMADO DOS LOUREIROS;2399;21962.37695312;9154.79980469
BAHIA;JIQUIRIÇÁ;13772;50515.6328125;3668.0
RIO GRANDE DO SUL;PARAÍSO DO SUL;7643;99716.1171875;13046.71972656
SANTA CATARINA;PINHALZINHO;15692;397378.125;25323.609375
TOCANTINS;ARAGUAÇU;9225;106934.7265625;11591.83984375
BAHIA;ITUAÇU;18772;82193.359375;4378.50976562
TOCANTINS;TALISMÃ;2663;36111.77734375;13560.55957031
SÃO PAULO;MARTINÓPOLIS;25533;292783.40625;11466.86035156
SÃO PAULO;AGUAÍ;32101;476532.65625;14844.79003906
MARANHÃO;PIO XII;22220;70833.7578125;3187.84008789
MINAS GERAIS;LASSANCE;6651;127364.8671875;19149.73046875
MINAS GERAIS;OURO VERDE DE MINAS;7215;29680.8046875;4113.75976562
MINAS GERAIS;BOM REPOUSO;10826;84637.828125;7818.02001953
SÃO PAULO;TAQUARITINGA;55662;644853.5625;11585.16992188
MINAS GERAIS;SERRA DOS AIMORÉS;8667;85138.171875;9823.25976562
SÃO PAULO;JAÚ;135546;1760822.5;12990.58984375
PARÁ;GOIANÉSIA DO PARÁ;29164;127624.2265625;4376.08984375
PARANÁ;NOVA ALIANÇA DO IVAÍ;1434;21147.484375;14747.20019531
SÃO PAULO;DOIS CÓRREGOS;26040;363964.34375;13977.12988281
GOIÁS;AURILÂNDIA;3709;34192.81640625;9218.87988281
SÃO PAULO;IARAS;5658;51714.51171875;9140.0703125
BAHIA;PAULO AFONSO;106703;1743769.875;16342.28027344
MINAS GERAIS;GUAXUPÉ;49719;1037274.25;20862.73046875
TOCANTINS;BRASILÂNDIA DO TOCANTINS;2208;26675.76757812;12081.41992188
PERNAMBUCO;CUMARU;13812;65920.3203125;4772.68017578
SÃO PAULO;CAFELÂNDIA;16778;192295.0;11461.13964844
BAHIA;BARREIRAS;137832;1693253.625;12284.91015625
PARÁ;SANTA ISABEL DO PARÁ;55570;277844.90625;4999.91015625
MATO GROSSO;COMODORO;18974;232122.140625;12233.70019531
MINAS GERAIS;CANDEIAS;16281;129657.625;7963.74023438
SÃO PAULO;SILVEIRAS;5841;46585.80078125;7975.64990234
MINAS GERAIS;BELO HORIZONTE;2452617;44595204.0;18182.69921875
MINAS GERAIS;SANTA RITA DE MINAS;5980;58281.58984375;9746.08007812
MINAS GERAIS;MÁRIO CAMPOS;12029;75661.0546875;6289.89013672
MINAS GERAIS;CAIANA;4733;35661.89453125;7534.72998047
PARANÁ;SÃO JOSÉ DOS PINHAIS;279297;11511811.0;41217.1015625
BAHIA;APUAREMA;7610;32103.33984375;4218.56982422
RIO GRANDE DO SUL;PONTE PRETA;1846;23686.04882812;12831.00976562
PARANÁ;GUAPIRAMA;3645;41972.16796875;11515.0
RIO GRANDE DO NORTE;PORTO DO MANGUE;5033;96511.578125;19175.75976562
MATO GROSSO;CAMPINÁPOLIS;14301;113937.0703125;7967.06982422
GOIÁS;ANÁPOLIS;335960;8109760.0;24139.06054688
BAHIA;CACHOEIRA;33782;193704.671875;5733.95996094
MINAS GERAIS;RUBELITA;8097;32559.80859375;4021.2199707
MINAS GERAIS;LADAINHA;17195;59610.83984375;3466.75
PERNAMBUCO;CAMOCIM DE SÃO FÉLIX;16574;67847.71875;4093.62011719
MATO GROSSO DO SUL;VICENTINA;5783;60769.06640625;10508.23046875
RIO GRANDE DO NORTE;ENCANTO;5365;23171.35546875;4318.99023438
RIO GRANDE DO SUL;ROSÁRIO DO SUL;41746;535277.0;12822.24023438
RIO GRANDE DO SUL;DOM FELICIANO;15300;155935.0;10191.83007812
SÃO PAULO;OSVALDO CRUZ;31461;411053.875;13065.50976562
RIO GRANDE DO SUL;ARROIO DO SAL;7291;80252.4140625;11007.04980469
MARANHÃO;TUFILÂNDIA;5687;28744.01367188;5054.33984375
PIAUÍ;ANGICAL DO PIAUÍ;6793;25210.82421875;3711.29003906
RIO GRANDE DO SUL;VISTA ALEGRE;2932;37703.0859375;12859.16992188
TOCANTINS;ITAPORÃ DO TOCANTINS;3135;31261.0703125;9971.62988281
SANTA CATARINA;ANTÔNIO CARLOS;7466;255497.78125;34221.51171875
MATO GROSSO;RIBEIRÃOZINHO;2194;32890.05078125;14990.91015625
GOIÁS;MONTES CLAROS DE GOIÁS;8070;104265.5703125;12920.15039062
PIAUÍ;PAJEÚ DO PIAUÍ;3802;12159.56835938;3198.19995117
RIO GRANDE DO NORTE;RIACHUELO;7171;29479.8203125;4110.97998047
PIAUÍ;ELISEU MARTINS;4923;17763.77539062;3608.32006836
